Accession,Coverage,SeqLength,MW,Description,CountsTot,UniqueTot,Tyrs+Azy,Tyrs-Azy,WT+Azy,WT-Azy
sp|P00375|DYR_MOUSE,9.1,187,21606,Dihydrofolate reductase OS=Mus musculus (Mouse) OX=10090 GN=Dhfr PE=1 SV=3,2,2,2,0,0,0
sp|P00493|HPRT_MOUSE,39.9,218,24570,Hypoxanthine-guanine phosphoribosyltransferase OS=Mus musculus (Mouse) OX=10090 GN=Hprt1 PE=1 SV=3,6,6,6,0,0,0
sp|P03975|IGEB_MOUSE,31.2,557,62747,IgE-binding protein OS=Mus musculus (Mouse) OX=10090 GN=Iap PE=2 SV=1,94,94,19,19,27,29
sp|P04104|K2C1_MOUSE,6,637,65605,"Keratin, type II cytoskeletal 1 OS=Mus musculus (Mouse) OX=10090 GN=Krt1 PE=1 SV=4",25,7,5,11,4,5
sp|P05064|ALDOA_MOUSE,51.9,364,39355,Fructose-bisphosphate aldolase A OS=Mus musculus (Mouse) OX=10090 GN=Aldoa PE=1 SV=2,24,24,15,1,5,3
sp|P05201|AATC_MOUSE,25.9,413,46247,"Aspartate aminotransferase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Got1 PE=1 SV=3",11,11,7,0,2,2
sp|P05202|AATM_MOUSE,35.8,430,47411,"Aspartate aminotransferase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Got2 PE=1 SV=1",29,29,14,4,6,5
sp|P05213|TBA1B_MOUSE,51,451,50151,Tubulin alpha-1B chain OS=Mus musculus (Mouse) OX=10090 GN=Tuba1b PE=1 SV=2,63,0,33,7,13,10
sp|P06151|LDHA_MOUSE,27.7,332,36498,L-lactate dehydrogenase A chain OS=Mus musculus (Mouse) OX=10090 GN=Ldha PE=1 SV=3,29,29,14,3,6,6
sp|P06745|G6PI_MOUSE,29.4,558,62766,Glucose-6-phosphate isomerase OS=Mus musculus (Mouse) OX=10090 GN=Gpi PE=1 SV=4,31,31,12,4,8,7
sp|P06797|CATL1_MOUSE,23.7,334,37547,Cathepsin L1 OS=Mus musculus (Mouse) OX=10090 GN=Ctsl PE=1 SV=2,4,4,4,0,0,0
sp|P06801|MAOX_MOUSE,12.9,572,63953,NADP-dependent malic enzyme OS=Mus musculus (Mouse) OX=10090 GN=Me1 PE=1 SV=2,4,4,4,0,0,0
sp|P07147|TYRP1_MOUSE,34.3,537,60761,"5,6-dihydroxyindole-2-carboxylic acid oxidase OS=Mus musculus (Mouse) OX=10090 GN=Tyrp1 PE=1 SV=1",47,47,27,5,9,6
sp|P07356|ANXA2_MOUSE,35.1,339,38676,Annexin A2 OS=Mus musculus (Mouse) OX=10090 GN=Anxa2 PE=1 SV=2,18,18,15,1,1,1
sp|P07742|RIR1_MOUSE,14.8,792,90209,Ribonucleoside-diphosphate reductase large subunit OS=Mus musculus (Mouse) OX=10090 GN=Rrm1 PE=1 SV=2,14,14,11,0,2,1
sp|P07901|HS90A_MOUSE,47.2,733,84787,Heat shock protein HSP 90-alpha OS=Mus musculus (Mouse) OX=10090 GN=Hsp90aa1 PE=1 SV=4,224,111,84,20,55,65
sp|P08003|PDIA4_MOUSE,36.7,638,71982,Protein disulfide-isomerase A4 OS=Mus musculus (Mouse) OX=10090 GN=Pdia4 PE=1 SV=3,36,36,24,2,5,5
sp|P08113|ENPL_MOUSE,37.9,802,92475,Endoplasmin OS=Mus musculus (Mouse) OX=10090 GN=Hsp90b1 PE=1 SV=2,53,47,35,3,7,8
sp|P08228|SODC_MOUSE,24.7,154,15943,Superoxide dismutase [Cu-Zn] OS=Mus musculus (Mouse) OX=10090 GN=Sod1 PE=1 SV=2,15,15,2,3,5,5
sp|P08249|MDHM_MOUSE,48.5,338,35611,"Malate dehydrogenase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Mdh2 PE=1 SV=3",28,28,14,2,7,5
sp|P08752|GNAI2_MOUSE,42.8,355,40489,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Mus musculus (Mouse) OX=10090 GN=Gnai2 PE=1 SV=5,41,24,10,8,10,13
sp|P08775|RPB1_MOUSE,2,1970,217174,DNA-directed RNA polymerase II subunit RPB1 OS=Mus musculus (Mouse) OX=10090 GN=Polr2a PE=1 SV=3,3,3,3,0,0,0
sp|P09055|ITB1_MOUSE,4.8,798,88231,Integrin beta-1 OS=Mus musculus (Mouse) OX=10090 GN=Itgb1 PE=1 SV=1,2,2,2,0,0,0
sp|P09103|PDIA1_MOUSE,31.6,509,57058,Protein disulfide-isomerase OS=Mus musculus (Mouse) OX=10090 GN=P4hb PE=1 SV=2,37,37,18,3,7,9
sp|P09405|NUCL_MOUSE,21.1,707,76722,Nucleolin OS=Mus musculus (Mouse) OX=10090 GN=Ncl PE=1 SV=2,32,32,10,1,7,14
sp|P09411|PGK1_MOUSE,46.3,417,44550,Phosphoglycerate kinase 1 OS=Mus musculus (Mouse) OX=10090 GN=Pgk1 PE=1 SV=4,42,42,23,6,8,5
sp|P09671|SODM_MOUSE,16.2,222,24603,"Superoxide dismutase [Mn], mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Sod2 PE=1 SV=3",3,3,3,0,0,0
sp|P0C0S6|H2AZ_MOUSE,31.2,128,13553,Histone H2A.Z OS=Mus musculus (Mouse) OX=10090 GN=H2az1 PE=1 SV=2,15,5,5,1,5,4
sp|Q3THW5|H2AV_MOUSE,31.2,128,13509,Histone H2A.V OS=Mus musculus (Mouse) OX=10090 GN=H2afv PE=1 SV=3,15,5,5,1,5,4
sp|P0C605|KGP1_MOUSE,4.8,671,76350,cGMP-dependent protein kinase 1 OS=Mus musculus (Mouse) OX=10090 GN=Prkg1 PE=1 SV=1,3,3,3,0,0,0
sp|P10107|ANXA1_MOUSE,34.1,346,38734,Annexin A1 OS=Mus musculus (Mouse) OX=10090 GN=Anxa1 PE=1 SV=2,9,9,9,0,0,0
sp|P10126|EF1A1_MOUSE,38.5,462,50113,Elongation factor 1-alpha 1 OS=Mus musculus (Mouse) OX=10090 GN=Eef1a1 PE=1 SV=3,76,47,40,6,17,13
sp|P10404|ENV1_MOUSE,13.1,641,69612,MLV-related proviral Env polyprotein OS=Mus musculus (Mouse) OX=10090 GN=- PE=1 SV=3,13,7,6,3,2,2
sp|P10605|CATB_MOUSE,23.3,339,37279,Cathepsin B OS=Mus musculus (Mouse) OX=10090 GN=Ctsb PE=1 SV=2,8,8,8,0,0,0
sp|P10630|IF4A2_MOUSE,30,407,46402,Eukaryotic initiation factor 4A-II OS=Mus musculus (Mouse) OX=10090 GN=Eif4a2 PE=1 SV=2,18,3,16,0,1,1
sp|P10639|THIO_MOUSE,23.8,105,11675,Thioredoxin OS=Mus musculus (Mouse) OX=10090 GN=Txn PE=1 SV=3,5,5,2,1,1,1
sp|P10649|GSTM1_MOUSE,17.4,218,25970,Glutathione S-transferase Mu 1 OS=Mus musculus (Mouse) OX=10090 GN=Gstm1 PE=1 SV=2,3,2,3,0,0,0
sp|P10852|4F2_MOUSE,19.2,526,58336,4F2 cell-surface antigen heavy chain OS=Mus musculus (Mouse) OX=10090 GN=Slc3a2 PE=1 SV=1,17,17,5,0,6,6
sp|P10853|H2B1F_MOUSE,26.2,126,13936,Histone H2B type 1-F/J/L OS=Mus musculus (Mouse) OX=10090 GN=H2bc13 PE=1 SV=2,33,33,17,5,6,5
sp|P10854|H2B1M_MOUSE,26.2,126,13936,Histone H2B type 1-M OS=Mus musculus (Mouse) OX=10090 GN=H2bc14 PE=1 SV=2,33,33,17,5,6,5
sp|Q64475|H2B1B_MOUSE,26.2,126,13952,Histone H2B type 1-B OS=Mus musculus (Mouse) OX=10090 GN=Hist1h2bb PE=1 SV=3,33,33,17,5,6,5
sp|Q64478|H2B1H_MOUSE,26.2,126,13920,Histone H2B type 1-H OS=Mus musculus (Mouse) OX=10090 GN=Hist1h2bh PE=1 SV=3,33,33,17,5,6,5
sp|Q64525|H2B2B_MOUSE,26.2,126,13920,Histone H2B type 2-B OS=Mus musculus (Mouse) OX=10090 GN=Hist2h2bb PE=1 SV=3,33,33,17,5,6,5
sp|Q6ZWY9|H2B1C_MOUSE,26.2,126,13906,Histone H2B type 1-C/E/G OS=Mus musculus (Mouse) OX=10090 GN=H2bc8 PE=1 SV=3,33,33,17,5,6,5
sp|Q8CGP1|H2B1K_MOUSE,26.2,126,13920,Histone H2B type 1-K OS=Mus musculus (Mouse) OX=10090 GN=H2bc12 PE=1 SV=3,33,33,17,5,6,5
sp|Q8CGP2|H2B1P_MOUSE,26.2,126,13992,Histone H2B type 1-P OS=Mus musculus (Mouse) OX=10090 GN=Hist1h2bp PE=1 SV=3,33,33,17,5,6,5
sp|P11103|PARP1_MOUSE,7.9,1013,113098,Poly [ADP-ribose] polymerase 1 OS=Mus musculus (Mouse) OX=10090 GN=Parp1 PE=1 SV=3,12,12,6,0,2,4
sp|P11157|RIR2_MOUSE,31,390,45095,Ribonucleoside-diphosphate reductase subunit M2 OS=Mus musculus (Mouse) OX=10090 GN=Rrm2 PE=1 SV=1,10,10,10,0,0,0
sp|P11276|FINC_MOUSE,13.9,2477,272535,Fibronectin OS=Mus musculus (Mouse) OX=10090 GN=Fn1 PE=1 SV=4,49,49,0,7,7,35
sp|P11344|TYRO_MOUSE,22.9,533,60606,Tyrosinase OS=Mus musculus (Mouse) OX=10090 GN=Tyr PE=1 SV=3,9,9,9,0,0,0
sp|P11370|ENV2_MOUSE,8.2,679,74452,Retrovirus-related Env polyprotein from Fv-4 locus OS=Mus musculus (Mouse) OX=10090 GN=Fv4 PE=1 SV=2,13,7,5,3,3,2
sp|P11440|CDK1_MOUSE,15.5,297,34106,Cyclin-dependent kinase 1 OS=Mus musculus (Mouse) OX=10090 GN=Cdk1 PE=1 SV=3,10,3,4,2,2,2
sp|P11499|HS90B_MOUSE,49.7,724,83280,Heat shock protein HSP 90-beta OS=Mus musculus (Mouse) OX=10090 GN=Hsp90ab1 PE=1 SV=3,217,98,79,19,52,67
sp|P11679|K2C8_MOUSE,4.3,490,54565,"Keratin, type II cytoskeletal 8 OS=Mus musculus (Mouse) OX=10090 GN=Krt8 PE=1 SV=4",11,0,3,3,3,2
sp|P11881|ITPR1_MOUSE,1.1,2749,313164,"Inositol 1,4,5-trisphosphate receptor type 1 OS=Mus musculus (Mouse) OX=10090 GN=Itpr1 PE=1 SV=2",3,3,0,0,1,2
sp|P11983|TCPA_MOUSE,20,556,60448,T-complex protein 1 subunit alpha OS=Mus musculus (Mouse) OX=10090 GN=Tcp1 PE=1 SV=3,12,12,9,0,2,1
sp|P12265|BGLR_MOUSE,4.3,648,74194,Beta-glucuronidase OS=Mus musculus (Mouse) OX=10090 GN=Gusb PE=1 SV=2,2,2,2,0,0,0
sp|P12382|PFKAL_MOUSE,19.9,780,85359,"ATP-dependent 6-phosphofructokinase, liver type OS=Mus musculus (Mouse) OX=10090 GN=Pfkl PE=1 SV=4",12,10,12,0,0,0
sp|P12815|PDCD6_MOUSE,24.1,191,21867,Programmed cell death protein 6 OS=Mus musculus (Mouse) OX=10090 GN=Pdcd6 PE=1 SV=2,3,3,3,0,0,0
sp|P12970|RL7A_MOUSE,24.1,266,29976,60S ribosomal protein L7a OS=Mus musculus (Mouse) OX=10090 GN=Rpl7a PE=1 SV=2,18,18,5,3,5,5
sp|P13011|ACOD2_MOUSE,10.6,358,40916,Acyl-CoA desaturase 2 OS=Mus musculus (Mouse) OX=10090 GN=Scd2 PE=1 SV=2,10,5,2,0,3,5
sp|P13020|GELS_MOUSE,4.2,780,85941,Gelsolin OS=Mus musculus (Mouse) OX=10090 GN=Gsn PE=1 SV=3,4,4,4,0,0,0
sp|P13439|UMPS_MOUSE,7.3,481,52292,Uridine 5'-monophosphate synthase OS=Mus musculus (Mouse) OX=10090 GN=Umps PE=1 SV=3,3,3,3,0,0,0
sp|P13516|ACOD1_MOUSE,6.2,355,41046,Acyl-CoA desaturase 1 OS=Mus musculus (Mouse) OX=10090 GN=Scd1 PE=1 SV=2,6,1,2,0,2,2
sp|P13864|DNMT1_MOUSE,21.9,1620,183187,DNA (cytosine-5)-methyltransferase 1 OS=Mus musculus (Mouse) OX=10090 GN=Dnmt1 PE=1 SV=5,55,55,9,1,18,27
sp|P14115|RL27A_MOUSE,23,148,16605,60S ribosomal protein L27a OS=Mus musculus (Mouse) OX=10090 GN=Rpl27a PE=1 SV=5,17,17,5,2,5,5
sp|P14131|RS16_MOUSE,30.1,146,16445,40S ribosomal protein S16 OS=Mus musculus (Mouse) OX=10090 GN=Rps16 PE=1 SV=4,12,12,5,2,3,2
sp|P14148|RL7_MOUSE,30,270,31419,60S ribosomal protein L7 OS=Mus musculus (Mouse) OX=10090 GN=Rpl7 PE=1 SV=2,24,24,7,4,6,7
sp|P14152|MDHC_MOUSE,20.7,334,36511,"Malate dehydrogenase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Mdh1 PE=1 SV=3",6,6,4,0,1,1
sp|P14206|RSSA_MOUSE,16.9,295,32838,40S ribosomal protein SA OS=Mus musculus (Mouse) OX=10090 GN=Rpsa PE=1 SV=4,5,5,4,0,0,1
sp|P14211|CALR_MOUSE,35.6,416,47994,Calreticulin OS=Mus musculus (Mouse) OX=10090 GN=Calr PE=1 SV=1,23,23,20,2,0,1
sp|P14685|PSMD3_MOUSE,16.2,530,60718,26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus (Mouse) OX=10090 GN=Psmd3 PE=1 SV=3,8,8,7,0,1,0
sp|P14824|ANXA6_MOUSE,11.9,673,75884,Annexin A6 OS=Mus musculus (Mouse) OX=10090 GN=Anxa6 PE=1 SV=3,6,6,6,0,0,0
sp|P14869|RLA0_MOUSE,30.6,317,34216,60S acidic ribosomal protein P0 OS=Mus musculus (Mouse) OX=10090 GN=Rplp0 PE=1 SV=3,11,11,5,1,2,3
sp|P15532|NDKA_MOUSE,59.2,152,17208,Nucleoside diphosphate kinase A OS=Mus musculus (Mouse) OX=10090 GN=Nme1 PE=1 SV=1,16,3,12,2,2,0
sp|P15626|GSTM2_MOUSE,25.2,218,25716,Glutathione S-transferase Mu 2 OS=Mus musculus (Mouse) OX=10090 GN=Gstm2 PE=1 SV=2,4,3,4,0,0,0
sp|P15864|H12_MOUSE,15.1,212,21266,Histone H1.2 OS=Mus musculus (Mouse) OX=10090 GN=H1-2 PE=1 SV=2,13,6,2,2,5,4
sp|P43277|H13_MOUSE,14.5,221,22099,Histone H1.3 OS=Mus musculus (Mouse) OX=10090 GN=H1-3 PE=1 SV=2,13,6,2,2,5,4
sp|P15920|VPP2_MOUSE,3.2,856,98144,V-type proton ATPase 116 kDa subunit a isoform 2 OS=Mus musculus (Mouse) OX=10090 GN=Atp6v0a2 PE=1 SV=2,5,1,3,0,1,1
sp|P16045|LEG1_MOUSE,31.9,135,14866,Galectin-1 OS=Mus musculus (Mouse) OX=10090 GN=Lgals1 PE=1 SV=3,10,10,3,1,3,3
sp|P16056|MET_MOUSE,9.2,1379,153547,Hepatocyte growth factor receptor OS=Mus musculus (Mouse) OX=10090 GN=Met PE=1 SV=1,20,19,8,3,4,5
sp|P16110|LEG3_MOUSE,24.2,264,27515,Galectin-3 OS=Mus musculus (Mouse) OX=10090 GN=Lgals3 PE=1 SV=3,8,8,8,0,0,0
sp|P16125|LDHB_MOUSE,9.3,334,36572,L-lactate dehydrogenase B chain OS=Mus musculus (Mouse) OX=10090 GN=Ldhb PE=1 SV=2,4,4,3,0,1,0
sp|P16460|ASSY_MOUSE,12.6,412,46584,Argininosuccinate synthase OS=Mus musculus (Mouse) OX=10090 GN=Ass1 PE=1 SV=1,5,5,4,0,1,0
sp|P16546|SPTN1_MOUSE,10.5,2472,284594,"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus (Mouse) OX=10090 GN=Sptan1 PE=1 SV=4",29,29,15,0,1,13
sp|P16627|HS71L_MOUSE,8,641,70636,Heat shock 70 kDa protein 1-like OS=Mus musculus (Mouse) OX=10090 GN=Hspa1l PE=1 SV=4,11,0,4,1,3,3
sp|P16675|PPGB_MOUSE,20.5,474,53844,Lysosomal protective protein OS=Mus musculus (Mouse) OX=10090 GN=Ctsa PE=1 SV=1,10,10,10,0,0,0
sp|P16858|G3P_MOUSE,56.8,333,35810,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus (Mouse) OX=10090 GN=Gapdh PE=1 SV=2,87,87,54,7,14,12
sp|P17182|ENOA_MOUSE,61.8,434,47140,Alpha-enolase OS=Mus musculus (Mouse) OX=10090 GN=Eno1 PE=1 SV=3,76,76,51,7,11,7
sp|P17225|PTBP1_MOUSE,18.6,527,56477,Polypyrimidine tract-binding protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Ptbp1 PE=1 SV=2,10,10,8,0,1,1
sp|P17426|AP2A1_MOUSE,12.8,977,107663,AP-2 complex subunit alpha-1 OS=Mus musculus (Mouse) OX=10090 GN=Ap2a1 PE=1 SV=1,18,18,6,0,6,6
sp|P17710|HXK1_MOUSE,11.6,974,108302,Hexokinase-1 OS=Mus musculus (Mouse) OX=10090 GN=Hk1 PE=1 SV=3,17,11,11,0,2,4
sp|P17742|PPIA_MOUSE,42.7,164,17971,Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus (Mouse) OX=10090 GN=Ppia PE=1 SV=2,24,24,7,4,9,4
sp|P17751|TPIS_MOUSE,39.5,299,32191,Triosephosphate isomerase OS=Mus musculus (Mouse) OX=10090 GN=Tpi1 PE=1 SV=4,22,22,10,1,5,6
sp|P17809|GTR1_MOUSE,3.7,492,53984,"Solute carrier family 2, facilitated glucose transporter member 1 OS=Mus musculus (Mouse) OX=10090 GN=Slc2a1 PE=1 SV=4",5,5,2,1,1,1
sp|P17879|HS71B_MOUSE,11.4,642,70175,Heat shock 70 kDa protein 1B OS=Mus musculus (Mouse) OX=10090 GN=Hspa1b PE=1 SV=3,11,1,6,1,2,2
sp|Q61696|HS71A_MOUSE,11.4,641,70078,Heat shock 70 kDa protein 1A OS=Mus musculus (Mouse) OX=10090 GN=Hspa1a PE=1 SV=2,11,1,6,1,2,2
sp|P17918|PCNA_MOUSE,30.3,261,28785,Proliferating cell nuclear antigen OS=Mus musculus (Mouse) OX=10090 GN=Pcna PE=1 SV=2,5,5,4,0,0,1
sp|P18052|PTPRA_MOUSE,7.2,829,93696,Receptor-type tyrosine-protein phosphatase alpha OS=Mus musculus (Mouse) OX=10090 GN=Ptpra PE=1 SV=3,9,9,3,1,2,3
sp|P18242|CATD_MOUSE,32.4,410,44953,Cathepsin D OS=Mus musculus (Mouse) OX=10090 GN=Ctsd PE=1 SV=1,13,13,10,1,1,1
sp|P18760|COF1_MOUSE,44,166,18559,Cofilin-1 OS=Mus musculus (Mouse) OX=10090 GN=Cfl1 PE=1 SV=3,19,15,9,4,2,4
sp|P19096|FAS_MOUSE,40.6,2504,272425,Fatty acid synthase OS=Mus musculus (Mouse) OX=10090 GN=Fasn PE=1 SV=2,201,201,43,2,61,95
sp|P19157|GSTP1_MOUSE,62.4,210,23609,Glutathione S-transferase P 1 OS=Mus musculus (Mouse) OX=10090 GN=Gstp1 PE=1 SV=2,22,22,12,3,4,3
sp|P19253|RL13A_MOUSE,14.8,203,23464,60S ribosomal protein L13a OS=Mus musculus (Mouse) OX=10090 GN=Rpl13a PE=1 SV=4,13,13,4,1,3,5
sp|P19324|SERPH_MOUSE,35.3,417,46533,Serpin H1 OS=Mus musculus (Mouse) OX=10090 GN=Serpinh1 PE=1 SV=3,28,28,18,2,5,3
sp|P19783|COX41_MOUSE,17.8,169,19530,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Cox4i1 PE=1 SV=2",2,2,2,0,0,0
sp|P20029|BIP_MOUSE,38.6,655,72421,Endoplasmic reticulum chaperone BiP OS=Mus musculus (Mouse) OX=10090 GN=Hspa5 PE=1 SV=3,90,85,36,12,21,21
sp|P20060|HEXB_MOUSE,9,536,61115,Beta-hexosaminidase subunit beta OS=Mus musculus (Mouse) OX=10090 GN=Hexb PE=1 SV=2,4,4,4,0,0,0
sp|P20108|PRDX3_MOUSE,7.4,257,28127,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Prdx3 PE=1 SV=1",2,2,2,0,0,0
sp|P20152|VIME_MOUSE,33.3,466,53687,Vimentin OS=Mus musculus (Mouse) OX=10090 GN=Vim PE=1 SV=3,25,25,16,3,3,3
sp|P21278|GNA11_MOUSE,10.6,359,42024,Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus (Mouse) OX=10090 GN=Gna11 PE=1 SV=1,5,5,3,0,1,1
sp|P21279|GNAQ_MOUSE,10.6,359,42158,Guanine nucleotide-binding protein G(q) subunit alpha OS=Mus musculus (Mouse) OX=10090 GN=Gnaq PE=1 SV=4,5,5,3,0,1,1
sp|P22892|AP1G1_MOUSE,7.4,822,91349,AP-1 complex subunit gamma-1 OS=Mus musculus (Mouse) OX=10090 GN=Ap1g1 PE=1 SV=3,9,9,6,0,2,1
sp|P23116|EIF3A_MOUSE,23.4,1344,161934,Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus (Mouse) OX=10090 GN=Eif3a PE=1 SV=5,73,73,23,1,24,25
sp|P23198|CBX3_MOUSE,14.8,183,20855,Chromobox protein homolog 3 OS=Mus musculus (Mouse) OX=10090 GN=Cbx3 PE=1 SV=2,9,9,2,1,3,3
sp|P23475|XRCC6_MOUSE,3.5,608,69484,X-ray repair cross-complementing protein 6 OS=Mus musculus (Mouse) OX=10090 GN=Xrcc6 PE=1 SV=5,3,3,1,0,0,2
sp|P23780|BGAL_MOUSE,4,647,73120,Beta-galactosidase OS=Mus musculus (Mouse) OX=10090 GN=Glb1 PE=1 SV=1,2,2,2,0,0,0
sp|P24270|CATA_MOUSE,10.1,527,59795,Catalase OS=Mus musculus (Mouse) OX=10090 GN=Cat PE=1 SV=4,5,5,5,0,0,0
sp|P24369|PPIB_MOUSE,16.2,216,23713,Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus (Mouse) OX=10090 GN=Ppib PE=1 SV=2,6,6,3,1,1,1
sp|P24527|LKHA4_MOUSE,14.9,611,69050,Leukotriene A-4 hydrolase OS=Mus musculus (Mouse) OX=10090 GN=Lta4h PE=1 SV=4,8,8,7,0,0,1
sp|P24547|IMDH2_MOUSE,21.8,514,55814,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus (Mouse) OX=10090 GN=Impdh2 PE=1 SV=2,8,8,8,0,0,0
sp|P25206|MCM3_MOUSE,12.8,812,91545,DNA replication licensing factor MCM3 OS=Mus musculus (Mouse) OX=10090 GN=Mcm3 PE=1 SV=2,11,11,8,0,1,2
sp|P25444|RS2_MOUSE,29.4,293,31231,40S ribosomal protein S2 OS=Mus musculus (Mouse) OX=10090 GN=Rps2 PE=1 SV=3,15,15,7,1,4,3
sp|P26039|TLN1_MOUSE,24,2541,269818,Talin-1 OS=Mus musculus (Mouse) OX=10090 GN=Tln1 PE=1 SV=2,88,76,19,0,21,48
sp|P26041|MOES_MOUSE,12.7,577,67766,Moesin OS=Mus musculus (Mouse) OX=10090 GN=Msn PE=1 SV=3,17,17,12,1,2,2
sp|P26231|CTNA1_MOUSE,7,906,100105,Catenin alpha-1 OS=Mus musculus (Mouse) OX=10090 GN=Ctnna1 PE=1 SV=1,6,6,2,0,1,3
sp|P26369|U2AF2_MOUSE,11.6,475,53516,Splicing factor U2AF 65 kDa subunit OS=Mus musculus (Mouse) OX=10090 GN=U2af2 PE=1 SV=3,6,6,4,0,1,1
sp|P26516|PSMD7_MOUSE,12.5,321,36539,26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus (Mouse) OX=10090 GN=Psmd7 PE=1 SV=2,3,3,3,0,0,0
sp|P26638|SYSC_MOUSE,33.2,512,58388,"Serine--tRNA ligase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Sars PE=1 SV=3",20,20,16,1,0,3
sp|P27038|AVR2A_MOUSE,5.7,513,57889,Activin receptor type-2A OS=Mus musculus (Mouse) OX=10090 GN=Acvr2a PE=1 SV=1,4,4,1,0,1,2
sp|P27046|MA2A1_MOUSE,11.3,1150,131630,Alpha-mannosidase 2 OS=Mus musculus (Mouse) OX=10090 GN=Man2a1 PE=1 SV=2,13,13,9,0,2,2
sp|P27048|RSMB_MOUSE,6.5,231,23656,Small nuclear ribonucleoprotein-associated protein B OS=Mus musculus (Mouse) OX=10090 GN=Snrpb PE=1 SV=1,8,8,1,2,2,3
sp|P63163|RSMN_MOUSE,6.2,240,24614,Small nuclear ribonucleoprotein-associated protein N OS=Mus musculus (Mouse) OX=10090 GN=Snrpn PE=1 SV=1,8,8,1,2,2,3
sp|P27601|GNA13_MOUSE,16.4,377,44054,Guanine nucleotide-binding protein subunit alpha-13 OS=Mus musculus (Mouse) OX=10090 GN=Gna13 PE=1 SV=1,12,7,2,1,4,5
sp|P27612|PLAP_MOUSE,7.2,794,87220,Phospholipase A-2-activating protein OS=Mus musculus (Mouse) OX=10090 GN=Plaa PE=1 SV=4,4,4,4,0,0,0
sp|P27659|RL3_MOUSE,27,403,46109,60S ribosomal protein L3 OS=Mus musculus (Mouse) OX=10090 GN=Rpl3 PE=1 SV=3,49,49,7,6,16,20
sp|P27661|H2AX_MOUSE,27.3,143,15142,Histone H2AX OS=Mus musculus (Mouse) OX=10090 GN=H2afx PE=1 SV=2,11,1,4,1,4,2
sp|P27773|PDIA3_MOUSE,36.6,505,56678,Protein disulfide-isomerase A3 OS=Mus musculus (Mouse) OX=10090 GN=Pdia3 PE=1 SV=2,40,40,22,1,8,9
sp|P28352|APEX1_MOUSE,19.9,317,35490,DNA-(apurinic or apyrimidinic site) lyase OS=Mus musculus (Mouse) OX=10090 GN=Apex1 PE=1 SV=2,4,4,4,0,0,0
sp|P28656|NP1L1_MOUSE,12.5,391,45345,Nucleosome assembly protein 1-like 1 OS=Mus musculus (Mouse) OX=10090 GN=Nap1l1 PE=1 SV=2,5,3,4,0,1,0
sp|P28658|ATX10_MOUSE,18.1,475,53706,Ataxin-10 OS=Mus musculus (Mouse) OX=10090 GN=Atxn10 PE=1 SV=2,12,12,5,0,1,6
sp|P28660|NCKP1_MOUSE,10.4,1128,128783,Nck-associated protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Nckap1 PE=1 SV=2,10,10,8,0,0,2
sp|P28741|KIF3A_MOUSE,3,701,80169,Kinesin-like protein KIF3A OS=Mus musculus (Mouse) OX=10090 GN=Kif3a PE=1 SV=2,2,1,2,0,0,0
sp|P28828|PTPRM_MOUSE,2.8,1452,163652,Receptor-type tyrosine-protein phosphatase mu OS=Mus musculus (Mouse) OX=10090 GN=Ptprm PE=1 SV=2,6,6,2,1,2,1
sp|P29319|EPHA3_MOUSE,4.6,983,109954,Ephrin type-A receptor 3 OS=Mus musculus (Mouse) OX=10090 GN=Epha3 PE=1 SV=1,5,5,0,1,1,3
sp|P29341|PABP1_MOUSE,17.1,636,70670,Polyadenylate-binding protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Pabpc1 PE=1 SV=2,22,21,13,1,5,3
sp|P29391|FRIL1_MOUSE,24.6,183,20802,Ferritin light chain 1 OS=Mus musculus (Mouse) OX=10090 GN=Ftl1 PE=1 SV=2,5,5,0,0,2,3
sp|P49945|FRIL2_MOUSE,24.6,183,20842,Ferritin light chain 2 OS=Mus musculus (Mouse) OX=10090 GN=Ftl2 PE=3 SV=2,5,5,0,0,2,3
sp|P29416|HEXA_MOUSE,15,528,60612,Beta-hexosaminidase subunit alpha OS=Mus musculus (Mouse) OX=10090 GN=Hexa PE=1 SV=2,6,6,6,0,0,0
